priority_tier,total_score,volume_score,pipeline_need_score,ci_need_score,technology_gap_score,market_access_score,epm,plant_name,owner,city,state,status,capacity_mgy,capacity_mgy_used_for_scoring,estimated_fermentation_co2_mt_per_year,latest_available_ci_scores,pipeline_ccs_status,ccs_committed_flag,technology_flags,nearest_market,nearest_market_miles,market_access_note,rationale,tier_reason
Medium,56.0,8,12,10.0,20,6,3716,Three Rivers Energy,Plymouth Energy Llc,Coshocton,OH,Active,50.0,50.0,145000,,Possible future pipeline optionality,False,limited public low-carbon tech flags,Detroit / Toledo,158.6,moderate market access,"50.0 MGY implies roughly 145,000 metric tons/year of fermentation CO2. Possible future pipeline optionality CI position is unclear in available LCFS data. Technology screen: limited public low-carbon tech flags. Nearest listed market is Detroit / Toledo at about 159 miles (moderate market access).","Some Decycle strategic need, but one or more factors are weaker: smaller CO2 volume, partial technology adoption, less market access, or possible pipeline optionality."
Medium,56.0,8,12,15.0,12,9,3594,Denco II LLC,DENCO II,Morris,MN,Active,30.0,30.0,87000,CA/latest 70.16; corn 70.16; fiber 30.30; WA min 69.80,Possible future pipeline optionality,False,"fiber/D3, corn oil",Minneapolis / St. Paul,135.2,reasonable regional market access,"30.0 MGY implies roughly 87,000 metric tons/year of fermentation CO2. Possible future pipeline optionality CI position score 15.0/20 based on available corn/latest CI percentile. Technology screen: fiber/D3, corn oil. Nearest listed market is Minneapolis / St. Paul at about 135 miles (reasonable regional market access).","Some Decycle strategic need, but one or more factors are weaker: smaller CO2 volume, partial technology adoption, less market access, or possible pipeline optionality."
Medium,55.9,8,12,13.9,13,9,3665,Poet Biorefining-Bingham Lake LLC,POET Biorefining,Bingham Lake,MN,Active,35.0,35.0,101500,CA/latest 69.75; corn 69.75; fiber 30.00,Possible future pipeline optionality,False,fiber/D3,Minneapolis / St. Paul,115.3,reasonable regional market access,"35.0 MGY implies roughly 101,500 metric tons/year of fermentation CO2. Possible future pipeline optionality CI position score 13.9/20 based on available corn/latest CI percentile. Technology screen: fiber/D3. Nearest listed market is Minneapolis / St. Paul at about 115 miles (reasonable regional market access).","Some Decycle strategic need, but one or more factors are weaker: smaller CO2 volume, partial technology adoption, less market access, or possible pipeline optionality."
Medium,55.4,16,12,4.4,20,3,3737,White Energy Hereford LLC,White energy,Hereford,TX,Active,130.0,130.0,377000,CA/latest 64.86; corn 64.86; fiber 23.13,Possible future pipeline optionality,False,limited public low-carbon tech flags,Dallas / Fort Worth,346.1,distant but possible market access,"130.0 MGY implies roughly 377,000 metric tons/year of fermentation CO2. Possible future pipeline optionality CI position score 4.4/20 based on available corn/latest CI percentile. Technology screen: limited public low-carbon tech flags. Nearest listed market is Dallas / Fort Worth at about 346 miles (distant but possible market access).","Some Decycle strategic need, but one or more factors are weaker: smaller CO2 volume, partial technology adoption, less market access, or possible pipeline optionality."
Medium,55.0,12,12,10.0,9,12,3640,Lincolnland Agri-Energy LLC,"Lincolnland Agri Energy, LLC",Palestine,IL,Active,68.0,68.0,197200,,Possible future pipeline optionality,False,"White Fox, CHP, high protein",Indianapolis,94.7,near major urban/industrial market,"68.0 MGY implies roughly 197,200 metric tons/year of fermentation CO2. Possible future pipeline optionality CI position is unclear in available LCFS data. Technology screen: White Fox, CHP, high protein. Nearest listed market is Indianapolis at about 95 miles (near major urban/industrial market).","Some Decycle strategic need, but one or more factors are weaker: smaller CO2 volume, partial technology adoption, less market access, or possible pipeline optionality."
Medium,55.0,8,12,10.0,16,9,3590,Commonwealth Agri-Energy,Hopkinsville Elevator CO-OP,Hopkinsville,KY,Active,49.0,49.0,142100,,Possible future pipeline optionality,False,CHP,Louisville,134.5,reasonable regional market access,"49.0 MGY implies roughly 142,100 metric tons/year of fermentation CO2. Possible future pipeline optionality CI position is unclear in available LCFS data. Technology screen: CHP. Nearest listed market is Louisville at about 134 miles (reasonable regional market access).","Some Decycle strategic need, but one or more factors are weaker: smaller CO2 volume, partial technology adoption, less market access, or possible pipeline optionality."
Medium,54.8,12,12,2.8,13,15,3691,Poet Biorefining-Shelbyville,POET Biorefining,Shelbyville,IN,Active,94.0,94.0,272600,CA/latest 64.28; corn 64.28; fiber 24.91,Possible future pipeline optionality,False,fiber/D3,Indianapolis,22.7,very near major urban/industrial market,"94.0 MGY implies roughly 272,600 metric tons/year of fermentation CO2. Possible future pipeline optionality CI position score 2.8/20 based on available corn/latest CI percentile. Technology screen: fiber/D3. Nearest listed market is Indianapolis at about 23 miles (very near major urban/industrial market).","Some Decycle strategic need, but one or more factors are weaker: smaller CO2 volume, partial technology adoption, less market access, or possible pipeline optionality."
Medium,53.9,16,12,9.9,13,3,3629,Hereford Ethanol Partners LP,Hereford Ethanol Partners,Hereford,TX,Active,120.0,120.0,348000,CA/latest 67.00; corn 67.00; fiber 27.00,Possible future pipeline optionality,False,fiber/D3,Dallas / Fort Worth,346.1,distant but possible market access,"120.0 MGY implies roughly 348,000 metric tons/year of fermentation CO2. Possible future pipeline optionality CI position score 9.9/20 based on available corn/latest CI percentile. Technology screen: fiber/D3. Nearest listed market is Dallas / Fort Worth at about 346 miles (distant but possible market access).","Some Decycle strategic need, but one or more factors are weaker: smaller CO2 volume, partial technology adoption, less market access, or possible pipeline optionality."
Medium,53.4,8,25,2.4,9,9,3684,Poet Biorefining-Macon LLC,POET Biorefining,Macon,MO,Active,55.0,55.0,159500,CA/latest 64.12; corn 64.12; fiber 25.11,No clear public pipeline/CCS access in available data,False,"fiber/D3, CHP",Kansas City,125.3,reasonable regional market access,"55.0 MGY implies roughly 159,500 metric tons/year of fermentation CO2. No clear public pipeline/CCS access in available data CI position score 2.4/20 based on available corn/latest CI percentile. Technology screen: fiber/D3, CHP. Nearest listed market is Kansas City at about 125 miles (reasonable regional market access).","Some Decycle strategic need, but one or more factors are weaker: smaller CO2 volume, partial technology adoption, less market access, or possible pipeline optionality."
Medium,53.3,12,12,8.3,9,12,3689,Poet Biorefining-Portland LLC,POET Biorefining,Portland,IN,Active,90.0,90.0,261000,CA/latest 66.60; corn 66.60; fiber 26.78,Possible future pipeline optionality,False,"fiber/D3, CHP",Indianapolis,74.9,near major urban/industrial market,"90.0 MGY implies roughly 261,000 metric tons/year of fermentation CO2. Possible future pipeline optionality CI position score 8.3/20 based on available corn/latest CI percentile. Technology screen: fiber/D3, CHP. Nearest listed market is Indianapolis at about 75 miles (near major urban/industrial market).","Some Decycle strategic need, but one or more factors are weaker: smaller CO2 volume, partial technology adoption, less market access, or possible pipeline optionality."
Medium,53.0,8,12,10.0,20,3,3595,HET Levelland LLC,White Energy,Levelland,TX,Active,50.274,50.274,145795,,Possible future pipeline optionality,False,limited public low-carbon tech flags,Dallas / Fort Worth,321.0,distant but possible market access,"50.3 MGY implies roughly 145,795 metric tons/year of fermentation CO2. Possible future pipeline optionality CI position is unclear in available LCFS data. Technology screen: limited public low-carbon tech flags. Nearest listed market is Dallas / Fort Worth at about 321 miles (distant but possible market access).","Some Decycle strategic need, but one or more factors are weaker: smaller CO2 volume, partial technology adoption, less market access, or possible pipeline optionality."
Medium,51.9,12,12,6.9,9,12,3673,Poet Biorefining-Fostoria LLC,POET Biorefining,Fostoria,OH,Active,90.0,90.0,261000,CA/latest 65.86; corn 65.86; fiber 26.96,Possible future pipeline optionality,False,"fiber/D3, CHP",Detroit / Toledo,81.7,near major urban/industrial market,"90.0 MGY implies roughly 261,000 metric tons/year of fermentation CO2. Possible future pipeline optionality CI position score 6.9/20 based on available corn/latest CI percentile. Technology screen: fiber/D3, CHP. Nearest listed market is Detroit / Toledo at about 82 miles (near major urban/industrial market).","Some Decycle strategic need, but one or more factors are weaker: smaller CO2 volume, partial technology adoption, less market access, or possible pipeline optionality."
Medium,51.7,16,12,7.7,13,3,3738,Plainview Bioenergy LLC,White Energy,Plainview,TX,Active,130.0,130.0,377000,CA/latest 66.47; corn 66.47; fiber 24.89,Possible future pipeline optionality,False,fiber/D3,Dallas / Fort Worth,294.8,distant but possible market access,"130.0 MGY implies roughly 377,000 metric tons/year of fermentation CO2. Possible future pipeline optionality CI position score 7.7/20 based on available corn/latest CI percentile. Technology screen: fiber/D3. Nearest listed market is Dallas / Fort Worth at about 295 miles (distant but possible market access).","Some Decycle strategic need, but one or more factors are weaker: smaller CO2 volume, partial technology adoption, less market access, or possible pipeline optionality."
Medium,51.1,8,12,5.1,20,6,3651,Nebraska Corn Processing LLC,Nebraska Corn Processing,Cambridge,NE,Active,54.0,54.0,156600,CA/latest 65.00; corn 65.00,Possible future pipeline optionality,False,limited public low-carbon tech flags,Omaha / Council Bluffs,231.3,moderate market access,"54.0 MGY implies roughly 156,600 metric tons/year of fermentation CO2. Possible future pipeline optionality CI position score 5.1/20 based on available corn/latest CI percentile. Technology screen: limited public low-carbon tech flags. Nearest listed market is Omaha / Council Bluffs at about 231 miles (moderate market access).","Some Decycle strategic need, but one or more factors are weaker: smaller CO2 volume, partial technology adoption, less market access, or possible pipeline optionality."
Medium,50.1,8,12,13.1,8,9,3587,Chippewa Valley Ethanol Co LLLP,Chippewa Valley Ethanol Co.,Benson,MN,Active,50.0,50.0,145000,CA/latest 68.90; corn 68.90; fiber 29.00; WA min 28.59,Possible future pipeline optionality,False,"fiber/D3, White Fox, corn oil",Minneapolis / St. Paul,118.1,reasonable regional market access,"50.0 MGY implies roughly 145,000 metric tons/year of fermentation CO2. Possible future pipeline optionality CI position score 13.1/20 based on available corn/latest CI percentile. Technology screen: fiber/D3, White Fox, corn oil. Nearest listed market is Minneapolis / St. Paul at about 118 miles (reasonable regional market access).","Some Decycle strategic need, but one or more factors are weaker: smaller CO2 volume, partial technology adoption, less market access, or possible pipeline optionality."
Medium,49.7,12,12,6.7,13,6,3756,Cardinal,Cardinal Ethanol,Colwich,KS,Active,70.0,70.0,203000,CA/latest 65.55; corn 65.55,Possible future pipeline optionality,False,"CHP, high protein",Kansas City,183.7,moderate market access,"70.0 MGY implies roughly 203,000 metric tons/year of fermentation CO2. Possible future pipeline optionality CI position score 6.7/20 based on available corn/latest CI percentile. Technology screen: CHP, high protein. Nearest listed market is Kansas City at about 184 miles (moderate market access).","Some Decycle strategic need, but one or more factors are weaker: smaller CO2 volume, partial technology adoption, less market access, or possible pipeline optionality."
Medium,49.2,12,12,4.2,9,12,3688,Poet Biorefining-North Manchester,POET Biorefining,North Manchester,IN,Active,90.0,90.0,261000,CA/latest 64.80; corn 64.80; fiber 25.32,Possible future pipeline optionality,False,"fiber/D3, CHP",Indianapolis,83.7,near major urban/industrial market,"90.0 MGY implies roughly 261,000 metric tons/year of fermentation CO2. Possible future pipeline optionality CI position score 4.2/20 based on available corn/latest CI percentile. Technology screen: fiber/D3, CHP. Nearest listed market is Indianapolis at about 84 miles (near major urban/industrial market).","Some Decycle strategic need, but one or more factors are weaker: smaller CO2 volume, partial technology adoption, less market access, or possible pipeline optionality."
Medium,49.0,16,12,2.0,13,6,3637,Kappa Ethanol Ravenna LLC,"KAAPA Ethanol & Grain, LLC.",Ravenna,NE,Active,138.0,138.0,400200,CA/latest 63.90; corn 63.90; fiber 25.15; WA min 25.32,Possible future pipeline optionality,False,fiber/D3,Omaha / Council Bluffs,153.8,moderate market access,"138.0 MGY implies roughly 400,200 metric tons/year of fermentation CO2. Possible future pipeline optionality CI position score 2.0/20 based on available corn/latest CI percentile. Technology screen: fiber/D3. Nearest listed market is Omaha / Council Bluffs at about 154 miles (moderate market access).","Some Decycle strategic need, but one or more factors are weaker: smaller CO2 volume, partial technology adoption, less market access, or possible pipeline optionality."
Medium,45.2,8,12,0.2,16,9,3577,Calgren Renewable Fuels LLC,Calgren Renewable Fuels,Pixley,CA,Active,55.0,55.0,159500,CA/latest 59.18; corn 59.18,Possible future pipeline optionality,False,CHP,Los Angeles / Inland Empire,147.4,reasonable regional market access,"55.0 MGY implies roughly 159,500 metric tons/year of fermentation CO2. Possible future pipeline optionality CI position score 0.2/20 based on available corn/latest CI percentile. Technology screen: CHP. Nearest listed market is Los Angeles / Inland Empire at about 147 miles (reasonable regional market access).","Some Decycle strategic need, but one or more factors are weaker: smaller CO2 volume, partial technology adoption, less market access, or possible pipeline optionality."
Low,85.0,20,25,10.0,15,15,3557,VCP Corn Processing,ADM,Cedar Rapids,IA,Active,300.0,300.0,870000,,No clear public pipeline/CCS access in available data,False,"CHP, corn oil",Cedar Rapids / Iowa City,3.6,very near major urban/industrial market,"300.0 MGY implies roughly 870,000 metric tons/year of fermentation CO2. No clear public pipeline/CCS access in available data CI position is unclear in available LCFS data. Technology screen: CHP, corn oil. Nearest listed market is Cedar Rapids / Iowa City at about 4 miles (very near major urban/industrial market).","Forced Low priority by screening override for ADM, Valero, VCP, Big River, ICM Biofuels, and Crysalis facilities."
Low,85.0,20,25,10.0,15,15,3558,ADM Cedar Rapids IA Wet Mill,ADM,Cedar Rapids,IA,Active,240.0,240.0,696000,,No clear public pipeline/CCS access in available data,False,"CHP, corn oil",Cedar Rapids / Iowa City,4.5,very near major urban/industrial market,"240.0 MGY implies roughly 696,000 metric tons/year of fermentation CO2. No clear public pipeline/CCS access in available data CI position is unclear in available LCFS data. Technology screen: CHP, corn oil. Nearest listed market is Cedar Rapids / Iowa City at about 4 miles (very near major urban/industrial market).","Forced Low priority by screening override for ADM, Valero, VCP, Big River, ICM Biofuels, and Crysalis facilities."
Low,85.0,20,25,10.0,15,15,3559,ADM Clinton IA,ADM,Clinton,IA,Active,237.0,237.0,687300,,No clear public pipeline/CCS access in available data,False,"CHP, corn oil",Quad Cities,26.4,very near major urban/industrial market,"237.0 MGY implies roughly 687,300 metric tons/year of fermentation CO2. No clear public pipeline/CCS access in available data CI position is unclear in available LCFS data. Technology screen: CHP, corn oil. Nearest listed market is Quad Cities at about 26 miles (very near major urban/industrial market).","Forced Low priority by screening override for ADM, Valero, VCP, Big River, ICM Biofuels, and Crysalis facilities."
Low,82.6,20,25,15.6,13,9,3733,Valero Renewable Fuels LLC,Valero Renewables,Welcome,MN,Active,150.0,150.0,435000,CA/latest 70.75; corn 70.75; fiber 25.28,No clear public pipeline/CCS access in available data,False,fiber/D3,Minneapolis / St. Paul,111.7,reasonable regional market access,"150.0 MGY implies roughly 435,000 metric tons/year of fermentation CO2. No clear public pipeline/CCS access in available data CI position score 15.6/20 based on available corn/latest CI percentile. Technology screen: fiber/D3. Nearest listed market is Minneapolis / St. Paul at about 112 miles (reasonable regional market access).","Forced Low priority by screening override for ADM, Valero, VCP, Big River, ICM Biofuels, and Crysalis facilities."
Low,79.0,16,25,10.0,13,15,3571,Big River United Energy LLC,Big River Resources,Dyersville,IA,Active,140.0,140.0,406000,,No clear public pipeline/CCS access in available data,False,"waste heat, corn oil",Cedar Rapids / Iowa City,43.6,very near major urban/industrial market,"140.0 MGY implies roughly 406,000 metric tons/year of fermentation CO2. No clear public pipeline/CCS access in available data CI position is unclear in available LCFS data. Technology screen: waste heat, corn oil. Nearest listed market is Cedar Rapids / Iowa City at about 44 miles (very near major urban/industrial market).","Forced Low priority by screening override for ADM, Valero, VCP, Big River, ICM Biofuels, and Crysalis facilities."
Low,79.0,16,25,10.0,16,12,3570,Big River Resources West Burlington LLC,Big River Resources,West Burlington,IA,Active,130.0,130.0,377000,,No clear public pipeline/CCS access in available data,False,"waste heat, corn oil",Quad Cities,59.4,near major urban/industrial market,"130.0 MGY implies roughly 377,000 metric tons/year of fermentation CO2. No clear public pipeline/CCS access in available data CI position is unclear in available LCFS data. Technology screen: waste heat, corn oil. Nearest listed market is Quad Cities at about 59 miles (near major urban/industrial market).","Forced Low priority by screening override for ADM, Valero, VCP, Big River, ICM Biofuels, and Crysalis facilities."
Low,79.0,12,25,10.0,20,12,3568,Big River Resources Boyceville LLC,Big River Resources,Boyceville,WI,Active,70.0,70.0,203000,,No clear public pipeline/CCS access in available data,False,limited public low-carbon tech flags,Minneapolis / St. Paul,63.0,near major urban/industrial market,"70.0 MGY implies roughly 203,000 metric tons/year of fermentation CO2. No clear public pipeline/CCS access in available data CI position is unclear in available LCFS data. Technology screen: limited public low-carbon tech flags. Nearest listed market is Minneapolis / St. Paul at about 63 miles (near major urban/industrial market).","Forced Low priority by screening override for ADM, Valero, VCP, Big River, ICM Biofuels, and Crysalis facilities."
Low,78.0,8,25,10.0,20,15,3757,Crysalis Biosciences,Crysalis Biosciences,Sauget,IL,Active,57.0,57.0,165300,,No clear public pipeline/CCS access in available data,False,limited public low-carbon tech flags,St. Louis / Metro East,2.5,very near major urban/industrial market,"57.0 MGY implies roughly 165,300 metric tons/year of fermentation CO2. No clear public pipeline/CCS access in available data CI position is unclear in available LCFS data. Technology screen: limited public low-carbon tech flags. Nearest listed market is St. Louis / Metro East at about 3 miles (very near major urban/industrial market).","Forced Low priority by screening override for ADM, Valero, VCP, Big River, ICM Biofuels, and Crysalis facilities."
Low,78.0,8,25,10.0,20,15,3634,ICM Biofuels LLC,ICM,St Joseph,MO,Active,50.0,50.0,145000,,No clear public pipeline/CCS access in available data,False,limited public low-carbon tech flags,Kansas City,46.5,very near major urban/industrial market,"50.0 MGY implies roughly 145,000 metric tons/year of fermentation CO2. No clear public pipeline/CCS access in available data CI position is unclear in available LCFS data. Technology screen: limited public low-carbon tech flags. Nearest listed market is Kansas City at about 47 miles (very near major urban/industrial market).","Forced Low priority by screening override for ADM, Valero, VCP, Big River, ICM Biofuels, and Crysalis facilities."
Low,74.8,16,12,18.8,13,15,3730,Valero Renewable Fuels LLC,Valero Renewables,Linden,IN,Active,140.0,140.0,406000,CA/latest 72.44; corn 72.44; fiber 26.35,Possible future pipeline optionality,False,fiber/D3,Indianapolis,49.8,very near major urban/industrial market,"140.0 MGY implies roughly 406,000 metric tons/year of fermentation CO2. Possible future pipeline optionality CI position score 18.8/20 based on available corn/latest CI percentile. Technology screen: fiber/D3. Nearest listed market is Indianapolis at about 50 miles (very near major urban/industrial market).","Forced Low priority by screening override for ADM, Valero, VCP, Big River, ICM Biofuels, and Crysalis facilities."
Low,74.0,4,25,10.0,20,15,3655,Parallel Products Inc,Parallel Products,Louisville,KY,Active,5.5,5.5,15950,,No clear public pipeline/CCS access in available data,False,limited public low-carbon tech flags,Louisville,2.8,very near major urban/industrial market,"5.5 MGY implies roughly 15,950 metric tons/year of fermentation CO2. No clear public pipeline/CCS access in available data CI position is unclear in available LCFS data. Technology screen: limited public low-carbon tech flags. Nearest listed market is Louisville at about 3 miles (very near major urban/industrial market).",Lower priority because the facility is small relative to likely partner-screening economics.
Low,74.0,4,25,10.0,20,15,3654,Parallel Products,Parallel Products,Rancho Cucamonga,CA,Active,3.0,3.0,8700,,No clear public pipeline/CCS access in available data,False,limited public low-carbon tech flags,Los Angeles / Inland Empire,40.5,very near major urban/industrial market,"3.0 MGY implies roughly 8,700 metric tons/year of fermentation CO2. No clear public pipeline/CCS access in available data CI position is unclear in available LCFS data. Technology screen: limited public low-carbon tech flags. Nearest listed market is Los Angeles / Inland Empire at about 41 miles (very near major urban/industrial market).",Lower priority because the facility is small relative to likely partner-screening economics.
Low,71.0,4,25,10.0,20,12,3283,Golden Triangle Energy LLC,GOLDEN TRIANGLE ENERGY LLC,Craig,MO,Active,21.0,21.0,60900,,No clear public pipeline/CCS access in available data,False,limited public low-carbon tech flags,Omaha / Council Bluffs,79.5,near major urban/industrial market,"21.0 MGY implies roughly 60,900 metric tons/year of fermentation CO2. No clear public pipeline/CCS access in available data CI position is unclear in available LCFS data. Technology screen: limited public low-carbon tech flags. Nearest listed market is Omaha / Council Bluffs at about 79 miles (near major urban/industrial market).",Lower priority because the facility is small relative to likely partner-screening economics.
Low,71.0,4,25,10.0,20,12,3693,Poet Research Center,POET Biorefining,Scotland,SD,Active,12.0,12.0,34800,,No clear public pipeline/CCS access in available data,False,limited public low-carbon tech flags,Sioux City,80.7,near major urban/industrial market,"12.0 MGY implies roughly 34,800 metric tons/year of fermentation CO2. No clear public pipeline/CCS access in available data CI position is unclear in available LCFS data. Technology screen: limited public low-carbon tech flags. Nearest listed market is Sioux City at about 81 miles (near major urban/industrial market).",Lower priority because the facility is small relative to likely partner-screening economics.
Low,70.6,20,0,18.6,20,12,3652,Nugen Energy LLC,Rex American,Marion,SD,Active,150.0,150.0,435000,CA/latest 72.33; corn 72.33,SCS; Summit Carbon Solutions,True,limited public low-carbon tech flags,Sioux City,77.9,near major urban/industrial market,"150.0 MGY implies roughly 435,000 metric tons/year of fermentation CO2. SCS; Summit Carbon Solutions CI position score 18.6/20 based on available corn/latest CI percentile. Technology screen: limited public low-carbon tech flags. Nearest listed market is Sioux City at about 78 miles (near major urban/industrial market).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,70.0,16,12,10.0,20,12,3724,Valero Renewable Fuels LLC,Valero Renewables,Bloomingburg,OH,Active,140.0,140.0,406000,,Possible future pipeline optionality,False,limited public low-carbon tech flags,Cincinnati,69.0,near major urban/industrial market,"140.0 MGY implies roughly 406,000 metric tons/year of fermentation CO2. Possible future pipeline optionality CI position is unclear in available LCFS data. Technology screen: limited public low-carbon tech flags. Nearest listed market is Cincinnati at about 69 miles (near major urban/industrial market).","Forced Low priority by screening override for ADM, Valero, VCP, Big River, ICM Biofuels, and Crysalis facilities."
Low,70.0,16,12,10.0,20,12,3725,Valero Renewable Fuels LLC,Valero Renewables,Bluffton,IN,Active,140.0,140.0,406000,,Possible future pipeline optionality,False,limited public low-carbon tech flags,Indianapolis,83.2,near major urban/industrial market,"140.0 MGY implies roughly 406,000 metric tons/year of fermentation CO2. Possible future pipeline optionality CI position is unclear in available LCFS data. Technology screen: limited public low-carbon tech flags. Nearest listed market is Indianapolis at about 83 miles (near major urban/industrial market).","Forced Low priority by screening override for ADM, Valero, VCP, Big River, ICM Biofuels, and Crysalis facilities."
Low,70.0,4,25,10.0,16,15,3658,Pinal,Arizona Grain,Maricopa,AZ,Active,0.0,0.0,0,,No clear public pipeline/CCS access in available data,False,CHP,Phoenix,30.4,very near major urban/industrial market,0.0 MGY implies roughly 0 metric tons/year of fermentation CO2. No clear public pipeline/CCS access in available data CI position is unclear in available LCFS data. Technology screen: CHP. Nearest listed market is Phoenix at about 30 miles (very near major urban/industrial market).,Lower priority because the facility is small relative to likely partner-screening economics.
Low,68.0,4,25,10.0,20,9,3758,Gevo,Gevo,Lake Preston,SD,Startup,0.0,0.0,0,,No clear public pipeline/CCS access in available data,False,limited public low-carbon tech flags,Sioux City,137.8,reasonable regional market access,"Plant status is Startup, so capacity was not credited as a near-term operating CO2 source. No clear public pipeline/CCS access in available data CI position is unclear in available LCFS data. Technology screen: limited public low-carbon tech flags. Nearest listed market is Sioux City at about 138 miles (reasonable regional market access).","Lower priority because plant status is Startup, not an active operating plant in the source table."
Low,67.4,20,0,18.4,20,9,3723,Valero Renewable Fuels LLC,Valero Renewables,Aurora,SD,Active,150.0,150.0,435000,CA/latest 72.24; corn 72.24; fiber 26.27,SCS; Summit Carbon Solutions,True,limited public low-carbon tech flags,Sioux City,125.4,reasonable regional market access,"150.0 MGY implies roughly 435,000 metric tons/year of fermentation CO2. SCS; Summit Carbon Solutions CI position score 18.4/20 based on available corn/latest CI percentile. Technology screen: limited public low-carbon tech flags. Nearest listed market is Sioux City at about 125 miles (reasonable regional market access).","Forced Low priority by screening override for ADM, Valero, VCP, Big River, ICM Biofuels, and Crysalis facilities."
Low,67.0,16,12,10.0,20,9,3731,Valero Renewable Fuels LLC,Valero Renewables,Mount Vernon,IN,Active,100.0,100.0,290000,,Possible future pipeline optionality,False,limited public low-carbon tech flags,Louisville,117.1,reasonable regional market access,"100.0 MGY implies roughly 290,000 metric tons/year of fermentation CO2. Possible future pipeline optionality CI position is unclear in available LCFS data. Technology screen: limited public low-carbon tech flags. Nearest listed market is Louisville at about 117 miles (reasonable regional market access).","Forced Low priority by screening override for ADM, Valero, VCP, Big River, ICM Biofuels, and Crysalis facilities."
Low,64.0,4,25,10.0,20,5,3759,LanzaJet,LanzaJet,Soperton,GA,Startup,0.0,0.0,0,,No clear public pipeline/CCS access in available data,False,limited public low-carbon tech flags,,,unknown,"Plant status is Startup, so capacity was not credited as a near-term operating CO2 source. No clear public pipeline/CCS access in available data CI position is unclear in available LCFS data. Technology screen: limited public low-carbon tech flags.","Lower priority because plant status is Startup, not an active operating plant in the source table."
Low,64.0,4,25,10.0,20,5,3760,New Energy Blue,New Energy Blue,,IA,Startup,,0.0,0,,No clear public pipeline/CCS access in available data,False,limited public low-carbon tech flags,,,unknown,"Capacity field appears invalid/outlier (18,605.7 MGY), so capacity was not credited in scoring. No clear public pipeline/CCS access in available data CI position is unclear in available LCFS data. Technology screen: limited public low-carbon tech flags.","Lower priority because plant status is Startup, not an active operating plant in the source table."
Low,64.0,4,25,10.0,20,5,3761,Sumitomo Corporation of Americas,Sumitomo Corporation of Americas,,,Startup,0.0,0.0,0,,No clear public pipeline/CCS access in available data,False,limited public low-carbon tech flags,,,unknown,"Plant status is Startup, so capacity was not credited as a near-term operating CO2 source. No clear public pipeline/CCS access in available data CI position is unclear in available LCFS data. Technology screen: limited public low-carbon tech flags.","Lower priority because plant status is Startup, not an active operating plant in the source table."
Low,64.0,4,25,10.0,20,5,None,,,,,Unknown,0.0,0.0,0,,No clear public pipeline/CCS access in available data,False,limited public low-carbon tech flags,,,unknown,0.0 MGY implies roughly 0 metric tons/year of fermentation CO2. No clear public pipeline/CCS access in available data CI position is unclear in available LCFS data. Technology screen: limited public low-carbon tech flags.,Lower priority because the facility is small relative to likely partner-screening economics.
Low,62.4,20,0,17.4,13,12,3628,Heartland Corn Products,Heartland Corn Products,Winthrop,MN,Active,151.0,151.0,437900,CA/latest 71.09; corn 71.09; fiber 24.00,Summit Carbon Solutions,True,fiber/D3,Minneapolis / St. Paul,60.8,near major urban/industrial market,"151.0 MGY implies roughly 437,900 metric tons/year of fermentation CO2. Summit Carbon Solutions CI position score 17.4/20 based on available corn/latest CI percentile. Technology screen: fiber/D3. Nearest listed market is Minneapolis / St. Paul at about 61 miles (near major urban/industrial market).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
Low,62.0,4,25,10.0,20,3,SD-02,Attis Industries Inc.,Attis Industries Inc.,Fulton,NY,Active,0.0,0.0,0,,No clear public pipeline/CCS access in available data,False,limited public low-carbon tech flags,Detroit / Toledo,344.3,distant but possible market access,0.0 MGY implies roughly 0 metric tons/year of fermentation CO2. No clear public pipeline/CCS access in available data CI position is unclear in available LCFS data. Technology screen: limited public low-carbon tech flags. Nearest listed market is Detroit / Toledo at about 344 miles (distant but possible market access).,Lower priority because the facility is small relative to likely partner-screening economics.
Low,61.0,16,0,10.0,20,15,3569,Big River Resources Galva LLC,Big River Resources,Galva,IL,Active,140.0,140.0,406000,,Direct Inject; Direct,True,limited public low-carbon tech flags,Quad Cities,34.5,very near major urban/industrial market,"140.0 MGY implies roughly 406,000 metric tons/year of fermentation CO2. Direct Inject; Direct CI position is unclear in available LCFS data. Technology screen: limited public low-carbon tech flags. Nearest listed market is Quad Cities at about 34 miles (very near major urban/industrial market).","Forced Low priority by screening override for ADM, Valero, VCP, Big River, ICM Biofuels, and Crysalis facilities."
Low,59.0,20,0,10.0,17,12,3644,Marquis Energy LLC,Marquis Energy,Hennepin,IL,Active,400.0,400.0,1160000,,Direct Inject; Direct,True,high protein,Quad Cities,64.0,near major urban/industrial market,"400.0 MGY implies roughly 1,160,000 metric tons/year of fermentation CO2. Direct Inject; Direct CI position is unclear in available LCFS data. Technology screen: high protein. Nearest listed market is Quad Cities at about 64 miles (near major urban/industrial market).",Lower priority because available data indicates pipeline/CCS/sequestration commitment or sponsor.
